"id","trivia"
"/title/tt2488496/trivia/tr2457465","Mark Hamill claimed George Lucas nonchalantly told him over lunch a new Star Wars trilogy was going to be made by Disney, and if he did not want to be involved, Luke Skywalker would simply be written out of the script. However, Hamill immediately agreed to reprise the role. Hamill admitted, however, that he pretended to also be nonchalant about it, so it didn't seem like he was excited for the role. He also said within five seconds Carrie exclaimed she'd do it, and asked if there was a part for her daughter."
"/title/tt2488496/trivia/tr2751046","Starkiller Base was originally located on Dantooine, with the First Order converting the old Rebel base there, as mentioned in Star Wars: Episode IV - A New Hope (1977). Starkiller would have also been called the ""Doom Star"", and its cannon would have fired out of a volcano."
"/title/tt2488496/trivia/tr2730347","The character of General Hux drapes his black leather military coat over his shoulders, resembling that of gestapo commander Major Arnold Toht in Raiders of the Lost Ark (1981). Further comparisons can be drawn when the First Order rallies to Hux's speech at Starkiller Base resembling similar striking images of Adolf Hitler and the Third Reich gathering in Triumph of the Will (1935)."
"/title/tt2488496/trivia/tr2728821","The ""Starkiller"" weapon is similar in design to the Galaxy Gun used in the Star Wars: Dark Empire series. It was a weapon that traveled through hyperspace to destroy planets."
"/title/tt2488496/trivia/tr2744772","The Hosnian System is named after film teacher Jim Hosney."
"/title/tt2488496/trivia/tr2476453","This sequel trilogy of Star Wars (Episodes: VII, VIII, and IX) will introduce a new canon timeline in Star Wars' saga with a new Expanded Universe called ""New Universe"", with new stories in the books, comics, games, et cetera. The former Expanded Universe is still recognized from Lucasfilm, but it was moved from the original canonical events in an ""alternative timeline"" known with the name ""Legend Universe"". The official Star Wars' timeline is now composed of: Prequel trilogy (Episodes: I, II, and III), Star Wars: The Clone Wars (2008), Star Wars Rebels (2014), original trilogy (Episodes: IV, V, and VI), and sequel trilogy (Episodes: VII, VIII, and IX). EA's Star Wars: Battlefront (2015) is not officially canon, as it features a gameplay in which characters can appear as Darth Vader and Luke Skywalker in his fully black outfit* from Star Wars: Episode VI - Return of the Jedi (1983), on Hoth, neither of which truly happen in the canon timeline. However, Darth Vader did appear on Hoth in Episode V. * Luke's outfit has been fixed in an early 2016 update to match the clothing on hoth in Star Wars: Episode V - The Empire Strikes Back (1980)."
"/title/tt2488496/trivia/tr2302490","It was originally rumored that Episode VII, and the following installments would follow Ben Skywalker, son of Luke Skywalker and Mara Jade, and the expanded universe would officially be a part of the Star Wars canon. The rumor was proven false, when it was announced that Episode VII would disregard the expanded universe."
"/title/tt2488496/trivia/tr2765652","This film marks the fourth time that John Williams has received an Academy Award nomination for the original film score of a Star Wars film. The other three are for the original trilogy. Star Wars: Episode IV - A New Hope (1977) is the only film to receive the award."
"/title/tt2488496/trivia/tr2736487","This is the first movie where Han Solo appears using Chewbacca's bowcaster."
"/title/tt2488496/trivia/tr2743874","The Stormtrooper who attacks Finn with a big electric Z6 baton on Takodana yells, ""Traitor!"" when he sees Finn. He was quickly nicknamed TR-8R by fans, which spells ""Traitor,"" but Starwars.com reveals his actual name to be FN-2199, nicknamed ""Nines."" Writer Greg Rucka gives more background about FN-2187 and Nines' training in a short story published in the book ""Before the Awakening""."
"/title/tt2488496/trivia/tr2732414","This movie marks the first time in Star Wars history where a Stormtrooper uses a melee weapon on-screen."
"/title/tt2488496/trivia/tr2619015","The new version of the X-Wing includes an element that Ralph McQuarrie and Joe Johnston originally designed for Star Wars: Episode IV - A New Hope (1977), but it was never used. Specifically, the circular engines that split into two half circles. The classic trilogy design had two cylinders on each side. A new aspect that was added for this movie, is that the wings themselves split vertically, as well as horizontally, with the front of the wing pushing down, and the back half up."
"/title/tt2488496/trivia/tr2659027","Advanced movie ticket selling websites reportedly crashed after starting ticket sales."
"/title/tt2488496/trivia/tr2736478","Kylo Ren's lightsaber blade is the first whose energy blade is always shaking or crackling. It indicates the Kylo Ren's violent behavior and his feelings impregnated by the Dark Side of The Force. Also, in the Blu-ray extras it is told that his weapon is not yet finished."
"/title/tt2488496/trivia/tr2115346","Before Adam Driver was cast as the villain, Michael Fassbender and Hugo Weaving were considered for the role."
"/title/tt2488496/trivia/tr2410689","After he was cast, Oscar Isaac revealed to J.J. Abrams that his uncle is a huge Star Wars fan. As a result, arrangements for Isaac's uncle to visit the film set were made. To the great surprise of Isaac and his uncle, Abrams then asked if he would be interested in appearing in the film as an extra. Isaac's uncle quickly agreed, and appears as one of the villagers during the opening sequence on Jakku."
"/title/tt2488496/trivia/tr2410294","Oscar Isaac and Adam Driver appeared in Inside Llewyn Davis (2013)."
"/title/tt2488496/trivia/tr2656485","Tickets went on sale on October 19, 2015, 59 days before the movie's release."
"/title/tt2488496/trivia/tr2484161","Oscar Isaac and Domhnall Gleeson appeared in Ex Machina (2014)."
"/title/tt2488496/trivia/tr2721098","As of December 19, 2015, this movie had the fastest growing number of IMDb voters, with over 75,000 votes accumulated on December 18, only its U.S. release date, and over 110,000 on December 19, only its second day of wide release."
"/title/tt2488496/trivia/tr1989899","In summer 2013 it was revealed that Carrie Fisher and Mark Hamill had begun a vigorous regimen of diet, exercise and stunt training to prepare for their roles of Leia and Luke."
"/title/tt2488496/trivia/tr2751026","Maz Kanata was originally supposed to accompany the heroes back to the Resistance base, which is why there is a scene in the trailer, which was cut from the film, showing her giving Anakin's lightsaber to Leia. Lupita Nyong'o filmed her scenes at the base, but they were cut after being deemed unnecessary."
"/title/tt2488496/trivia/tr2744626","This film takes place approximately 66 years after the events of Star Wars: Episode I - The Phantom Menace (1999). ""The Phantom Menace"" took place 10 years before Star Wars: Episode II - Attack of the Clones (2002), Star Wars: Episode III - Revenge of the Sith (2005) started three years after that, and Star Wars: Episode IV - A New Hope (1977) takes place 19 years after ""Revenge of the Sith"". There is a three-year gap between ""A New Hope"" and Star Wars: Episode V - The Empire Strikes Back (1980), and one year between ""Empire"" and Star Wars: Episode VI - Return of the Jedi (1983). ""The Force Awakens"" takes place 30 years after ""Return of the Jedi"" (and 34 years after ""A New Hope"")."
"/title/tt2488496/trivia/tr2742435","J.J. Abrams came up with the name BB-8 based on the droid's resemblance to both the number 8 and a capital B."
"/title/tt2488496/trivia/tr2657643","Billie Lourd's (Carrie Fisher's daughter) film debut. She wears Princess Leia's buns."
"/title/tt2488496/trivia/tr2722614","Harriet Walter (Dr. Kalonia) is the niece of Christopher Lee, who played Count Dooku in Star Wars: Episode II - Attack of the Clones (2002), Star Wars: Episode III - Revenge of the Sith (2005), and Star Wars: The Clone Wars (2008)."
"/title/tt2488496/trivia/tr2103322","The droid props in this film are produced by Lee Towersey and Oliver Steeples, who were members of the R2-D2 Builders Club. Their involvement began following Kathleen Kennedy coming across their work at Celebration Europe. They were subsequently contacted by Executive Producer Jason D. McGatlin, who contracted them into the Creature Effects team."
"/title/tt2488496/trivia/tr2410688","Oscar Isaac was nearly forced to drop out of the film due to scheduling conflicts with theater commitments."
"/title/tt2488496/trivia/tr2745218","On January 6, 2016 it surpassed Avatar (2009)'s $767 million gross, to become the highest grossing film ever in North America (without adjusting for inflation), although it's No. 3 worldwide, behind Avatar (2009) and Titanic (1997). This marked the first time the domestic record has been held by a sequel; every prior film to set the record was either the first film of a series or a standalone film. It is also the first domestic record holder to not receive an Academy Award nomination for Best Picture since the establishment of the award. The past record holders are The Birth of a Nation (1915), Gone with the Wind (1939), The Sound of Music (1965), The Godfather (1972), Jaws (1975), Star Wars: Episode IV - A New Hope (1977), E.T. the Extra-Terrestrial (1982), Titanic (1997), and Avatar."
"/title/tt2488496/trivia/tr2598206","First J.J. Abrams film not released by Paramount Pictures."
"/title/tt2488496/trivia/tr2755387","John Williams received his 50th Oscar nomination for scoring this film."
"/title/tt2488496/trivia/tr2056396","Michael Arndt was originally hired as the Screenwriter, but left the production several months later, and was replaced by J.J. Abrams and Lawrence Kasdan."
"/title/tt2488496/trivia/tr2690597","As of November 19, 2015, the film already made $50 million, just through advance ticket sales. This is double the amount that The Hunger Games (2012) received, which previously held the top spot for most money made from advance ticket sales."
"/title/tt2488496/trivia/tr2751024","Supreme Leader Snoke was originally going to be a female character."
"/title/tt2488496/trivia/tr2609739","The uniform worn by General Hux (Domhnall Gleeson) is modeled after the uniforms worn by Nazis mixed with some naval influences."
"/title/tt2488496/trivia/tr2455437","Because of the secretive nature surrounding the film, several cast members found out that they had gotten parts in the film with very short notice. Domhnall Gleeson found out the day after he auditioned, which was only one day before the table read. Oscar Isaac found out only several hours before the table read, and was instructed to wait in a London hotel room to receive a call telling him whether he was to go downstairs and into a waiting car that would take him to the table read, or book a flight back to the United States."
"/title/tt2488496/trivia/tr2274828","Kevin Smith and Benedict Cumberbatch visited the set. Smith, infamous for his open and talkative nature, was forced to sign a non-disclosure agreement and J.J. Abrams had World War II-style propaganda posters titled ""Loose Lips Sink Starships"" hung up around the set, as a reminder to Smith not to reveal spoilers for the film to the public. True to his word, the only tidbit Smith revealed about his visit was that he cried when he stood on the Millennium Falcon set, as it reminded him of how much he loved ""Star Wars"" as a child."
"/title/tt2488496/trivia/tr2720402","(Cameo) Daniel Craig: The Stormtrooper, on whom Rey performs a Jedi mind trick was played by Daniel Craig. Fans have given him the unofficial Stormtrooper number JB-007, referring to the character James Bond 007, a role he has played four times. The Lego Star Wars: The Force Awakens (2016) game finally revealed the Stormtrooper's actual designation: FN-1824."
"/title/tt2488496/trivia/tr2751055","Steven Spielberg enjoyed the film so much, he saw it four times."
"/title/tt2488496/trivia/tr2722636","The film features a James Bond and a Blofeld, Max von Sydow (Blofeld in Never Say Never Again (1983)) and Daniel Craig (James Bond since 2006)."
"/title/tt2488496/trivia/tr2751018","Carrie Fisher lost 35 pounds to reprise her role as Princess Leia."
"/title/tt2488496/trivia/tr2726028","Lando Calrissian's co-pilot from Star Wars: Episode VI - Return of the Jedi (1983), Nien Nunb, makes an appearance as a Resistance fighter, along with the puppeteer who originally controlled the character, Mike Quinn."
"/title/tt2488496/trivia/tr2720370","The ""Starkiller"", the weapon that the First Order built, shares its name with a character from the Star Wars Expanded Universe, Starkiller, who was a kid trained by Darth Vader himself. Starkiller was also the original last name George Lucas considered for Luke, but settled on Skywalker instead."
"/title/tt2488496/trivia/tr2766739","The X-Wing fighters have the new engine design with a half-circle intake on each wing. However, the wrecked X-Wing fighter in the sand, as Rey's tractor hovercraft passes by early in the film, has the older design with a smaller full-circle intake on each wing. This is consistent with the origin of the wreckage, presumably from the Battle of Jakku, which occurred during the Rebellion's victory over the Galactic Empire (in the era of Star Wars: Episode VI - Return of the Jedi (1983))."
"/title/tt2488496/trivia/tr2302498","The film was released 32 years after Star Wars: Episode VI - Return of the Jedi (1983), 10 years after Star Wars: Episode III - Revenge of the Sith (2005), and 16 years after Star Wars: Episode I - The Phantom Menace (1999)."
"/title/tt2488496/trivia/tr2811573","If measured by ticket sales, rather than dollar gross, this would rank as the 11th most attended film of all time domestically, having sold an estimated 107 million tickets. It is the most attended film since Titanic (1997) (128 million estimated tickets), and sold more tickets than every prior Star Wars film, except for the 142 million tickets Star Wars: Episode IV - A New Hope (1977) sold in its initial run."
"/title/tt2488496/trivia/tr2222719","From May to August of 2014 Disney and Lucasfilm collaborated with UNICEF for a charity campaign called ""Force for Change."" After raising over $4 million, the winner was announced to be independent filmmaker D.C. Barns."
"/title/tt2488496/trivia/tr2724884","During their arrival on Starkiller Base, Finn says they'll stop the First Order base by using the Force. Han Solo angrily says the Force doesn't work like that. This a reference to Star Wars Rebels (2014), where Zeb would often mock Ezra telling him to use the Force to get out of a sticky situation with Ezra replying it doesn't work like that."
"/title/tt2488496/trivia/tr2726027","Radiohead's producer, Nigel Godrich, makes a cameo as stormtrooper FN-9330, and composer Michael Giacchino, who has composed music for many of J.J. Abrams projects, plays stormtrooper FN-3181."
"/title/tt2488496/trivia/tr2792411","According to Star Wars The Force Awakens: The Visual Dictionary, Captain Phasma's chrome armor comes from a melted-down Naboo spacecraft."
"/title/tt2488496/trivia/tr2732542","The prefix of the First Order's Stormtroopers is ""FN"", as Finn presents himself as FN-2187 to Poe Dameron. FN is an acronym for ""Footsoldier Number""."
"/title/tt2488496/trivia/tr2727502","When deciding what to do with Phasma after lowering the Starkiller's shields, Han Solo asks if there is a trash compactor nearby to hold her, a reference to the escape from the Death Star in Star Wars: Episode IV - A New Hope (1977)."
"/title/tt2488496/trivia/tr2619016","X-Wing Blue Squadron makes its debut in The Force Awakens. In the original Star Wars: Episode IV - A New Hope (1977), Luke Skywalker was originally supposed to fly with Blue Squadron, but the blue markings on the star fighters proved to be difficult to film against bluescreens, so it was changed to Red Squadron."
"/title/tt2488496/trivia/tr2726007","The First Order Snowtroopers wear outfits similar to Ralph McQuarrie's for Imperial Snowtroopers. The insignia on their chest armor, is the same as the one used on helmets in concept art for Star Wars: Episode V - The Empire Strikes Back (1980)."
"/title/tt2488496/trivia/tr2775118","Right before Han and Finn discuss the plan to find Rey, a squad of Stormtroopers walk by. As they walk by, one says, ""We think they may be splitting up"". This is a reference to a squad of Stormtroopers from Star Wars: Episode IV - A New Hope (1977), who say the exact same thing."
"/title/tt2488496/trivia/tr2214295","In July 2014 it was rumored that Irish WWE wrestling superstar Stephen Farrelly (aka ""Sheamus"") would play Darth Vader. Sheamus had previously portrayed Vader in Star Wars promotional tours and hinted that he may very well be playing Vader again, even though the character died in Star Wars: Episode VI - Return of the Jedi (1983)."
"/title/tt2488496/trivia/tr2613013","It was revealed on September 8, 2015, that the UK release date was to be brought forward a day, and that the UK would see it before the U.S."
"/title/tt2488496/trivia/tr2744771","Director Trademark: [father] Gerald W. Abrams appears as an extra in many of his son J.J. Abrams' projects, this time as Resistance member Captain Cypress."
"/title/tt2488496/trivia/tr2223723","With this film, Walt Disney Pictures becomes the third studio to release a Star Wars film. The original six movies were released by 20th Century-Fox and Star Wars: The Clone Wars (2008) was released by Warner Brothers."
"/title/tt2488496/trivia/tr1871764","Like the creator of Star Wars, George Lucas, J.J. Abrams has worked with Harrison Ford before. Ford appeared in Regarding Henry (1991), which was written by Abrams, who also appears briefly in the film as a delivery boy. Abrams also produced Morning Glory (2010), co-starring Ford. Ford also acted in the second feature film by George Lucas, American Graffiti (1973)."
"/title/tt2488496/trivia/tr2798187","Adam Driver didn't like wearing the Kylo Ren mask, because his vision was impaired while wearing it."
"/title/tt2488496/trivia/tr2770391","Allegedly, Adam Driver did not break character throughout the shoot. He even kept the mask on while the cameras were not rolling."
"/title/tt2488496/trivia/tr2721171","Kylo Ren's real name is Ben Solo. Although it is never stated, he may have been named after Obi-wan Kenobi."
"/title/tt2488496/trivia/tr2751052","The original run time of the movie was two hours and 40 minutes long before being cut down to two hours and 16 minutes until only a month before release."
"/title/tt2488496/trivia/tr2732798","The possibility of Hayden Christensen reprising his role, as Anakin Skywalker and Darth Vader, was considered during pre-production. Art conceptions were created before the script was finished. It is also rumored he might also reprise the role in future Star Wars films or in the anthology film Rogue One: A Star Wars Story (2016)."
"/title/tt2488496/trivia/tr2135850","Panavision provided two customized, black-painted Millennium XL2 cameras specifically for the production. The ""A"" camera was nicknamed the ""Death Star"" and the ""B"" camera the ""Millennium Falcon""."
"/title/tt2488496/trivia/tr2721087","In the climax of the first film in all three trilogies, a major character, who is serving as a mentor to the younger cast, is killed by lightsaber at the hand of the film's primary antagonist. In Star Wars: Episode I - The Phantom Menace (1999) Qui-Gon Jinn (Liam Neeson) was killed by Darth Maul, in Star Wars: Episode IV - A New Hope (1977) Obi-wan Kenobi (Alec Guinness) was killed by Darth Vader, and in this film, Han Solo (Harrison Ford) was killed by Kylo Ren. Neeson and Ford were also the top billed actors in the films, in which they died, and while Guinness was not, Ewan McGregor received top billing playing the same character in Episodes II and III."
"/title/tt2488496/trivia/tr2794428","In an early version of the script, Leia was supposed to die instead of Han."
"/title/tt2488496/trivia/tr2726753","Harrison Ford admitted that he fought for Han Solo not to survive the events of Star Wars: Episode VI - Return of the Jedi (1983). He wanted Han to sacrifice himself, in order to give him a little bottom, as he does in this film. Lawrence Kasdan, co-Screenwriter for Episode VI and now this movie, supported the idea, but George Lucas objected, because he didn't want any of the main cast to die."
"/title/tt2488496/trivia/tr2730485","During production, the working title was ""Shadow of the Empire""."
"/title/tt2488496/trivia/tr2727180","The New York Daily News generated some contoversy when an edition of their comic strip Between The Lines leaked a spoiler about Han's death. The strip was published in their December 16, 2015 issue, a day before the film's theatrical release."
"/title/tt2488496/trivia/tr2662580","Only time Harrison Ford has received top billing in a Star Wars film, making him the first non-Jedi character to be credited first."
"/title/tt2488496/trivia/tr2721542","The lightsaber battles are choreographed to be distinctly different from the ones in the first and second trilogies. Rather than the flashy, Force-assisted moves in the prequels or the formalized, kendo-like movements of the original trilogy, the fights are staged to appear less rehearsed, and more brutal and realistic. According to John Boyega and others, this was a deliberate choice to reflect the characters' inexperience with lightsabers as a weapon. Kylo appears to have had little experience in formal dueling, and Finn and Rey pick up lightsabers and use them with no training at all."
"/title/tt2488496/trivia/tr2741643","The lightsaber props used during production are different to the ones used in the previous movies. They now have specially designed blades that light up when activated, which now allows light reflections on the surrounding area."
"/title/tt2488496/trivia/tr2721225","Finn is the fourth non-Force user after General Grievous (Star Wars: Episode III - Revenge of the Sith (2005)), Pre Vizsla (Star Wars: The Clone Wars (2008)), and Han Solo (Star Wars: Episode V - The Empire Strikes Back (1980)) to wield a lightsaber."
"/title/tt2488496/trivia/tr2744769","(Cameo) Stefan Grube: X-Wing pilot Yolo Ziff (who says, ""Black Leader, there's a brand new hole in that Oscilator"") is played by the man who edited the trailers for this movie."
"/title/tt2488496/trivia/tr2545988","This film marks the first time in the franchise that the episode number matches the film's order of release. It is Episode VII, and the seventh film released."
"/title/tt2488496/trivia/tr2721006","George Lucas, while maintaining that he was at peace relinquishing his material, admitted to having mixed feelings before seeing the film, likening the experience to attending an ex-wife's wedding."
"/title/tt2488496/trivia/tr2721185","Grossed $57 million from the Thursday previews in North America, setting a new record for preview screenings. The previous record was held by Harry Potter and the Deathly Hallows: Part 2 (2011), which grossed $43 million."
"/title/tt2488496/trivia/tr2726012","During his duel with Rey, Kylo Ren receives a large facial scar similar to the one Anakin Skywalker had in Star Wars: Episode III - Revenge of the Sith (2005), which he received during a battle in between Episodes II and III."
"/title/tt2488496/trivia/tr2751048","In their original incarnations, Finn would have been white, and Poe would have been black."
"/title/tt2488496/trivia/tr2721465","There are distinctive landscapes used in this film that pay homage to episodes IV, V, and VI. On Jakku where Rey lives, there is an expansive sandy desert just like the desert young Luke grew up in on Tatooine. Then on Starkiller Base, the harsh, cold, snow-covered features similar to that of Hoth. Lastly, the lush forests, in which Kylo Ren confronts Rey and Finn, bears a similarity to the forest moon of Endor, home of the Ewoks."
"/title/tt2488496/trivia/tr2764802","Chewbacca rescues Rey and Finn at the end of the last battle. This is the only time he ever sits in the pilot's seat and unambiguously flies the Falcon as the main pilot. Prior to this, he has always sat in the co-pilot's chair with either Han, Leia, or Lando at the pilot controls."
"/title/tt2488496/trivia/tr2720490","When Starkiller Base is destroyed, in the explosion, you can see the distinctive concave dish of the Death Star in the bottom left ""corner"" and the trench line horizontal across the globe."
"/title/tt2488496/trivia/tr2407940","In an interview, J.J. Abrams said about internet rumors, ""Some are true. Some are false. I'm not saying which are which."""
"/title/tt2488496/trivia/tr2777176","Despite being two of the main characters of the new trilogy, Rey and Poe never interact with each other on-screen throughout the movie."
"/title/tt2488496/trivia/tr2284081","This is the first American feature film for Daisy Ridley."
"/title/tt2488496/trivia/tr2616457","The film had a budget of $245 million, which was the highest of a Star Wars film upon release."
"/title/tt2488496/trivia/tr2584680","The quote from the trailer, ""The Force is strong in my family. I have it... My father has it... My sister has it... You have that power too,"" was originally from Star Wars: Episode VI - Return of the Jedi (1983). It has been modified slightly, with Luke originally saying, ""You have that power too,"" to his sister, Leia, just before saying, ""The Force is strong in my family."""
"/title/tt2488496/trivia/tr2717358","Carrie Fisher and Ellen DeGeneres gave away tickets for the premiere show, dressed up as Princess Leia at the side of the road, stopping people as they were driving."
"/title/tt2488496/trivia/tr2751049","The Resistance was originally going to have a massive warship called the ""Warhammer"", which would use its heavily armored prow to breach planetary shields and then deploy smaller ships to exploit the hole."
"/title/tt2488496/trivia/tr1858965","Every Star Wars movie has had more than one producer. However, this installment bumped it up to 13 credited producers."
"/title/tt2488496/trivia/tr2718166","DIRECTOR_TRADEMARK(J.J. Abrams): [Greg Grunberg]: Almost every project J.J. Abrams has ever produced, directed, or been otherwise involved with, has contained a substantial role for, a cameo by, or at least a reference to his childhood friend Greg Grunberg. Grunberg, who has known Abrams since the age of four, first appeared in an Abrams project at age ten, they made home movies together while on playdates. Grunberg plays the character ""Snap Wexley"" in this film. Their previous collaborations include Lost (2004), Alias (2001), Felicity (1998), Super 8 (2011), Mission: Impossible III (2006), and Star Trek (2009). Abrams even managed to work Grunberg's name into his dialogue in Six Degrees of Separation (1993), a project in which Abrams was an actor, but not a writer, director, or producer."
"/title/tt2488496/trivia/tr2410690","Poe Dameron (played by Oscar Isaac) is named after J.J. Abrams' former Personal Assistant, Morgan Dameron, and her daughter's stuffed polar bear named Poe. Morgan Dameron herself appears as Commodore Meta."
"/title/tt2488496/trivia/tr2722919","Continuing the tradition of the previous six films, there is no dialogue spoken in the final scene."
"/title/tt2488496/trivia/tr2751556","Luke Skywalker's hiding place was filmed at Skellig Michael, an island off the southwest coast of Ireland. The steps Rey climbs, and the stone buildings she passes, are part of a Christian monastery founded sometime between the sixth and eighth centuries."
"/title/tt2488496/trivia/tr2336015","Mark Hamill (Luke Skywalker), Harrison Ford (Han Solo), Carrie Fisher (Princess Leia), Anthony Daniels (C-3PO), Peter Mayhew (Chewbacca), Tim Rose (Admiral Ackbar), and Mike Quinn (Nien Nunb) are the only cast members to reprise their roles from the original Star Wars trilogy, while Daniels and Mayhew are the only actors to reprise their roles from the prequel trilogy as well."
"/title/tt2488496/trivia/tr2751022","Luke Skywalker was meant to have a much larger role in the film, but his role was trimmed back out of fear that he would take attention away from the new characters."
"/title/tt2488496/trivia/tr2741487","When Luke appears, it continues the tradition of at least one ""Skywalker"" character appearing in each movie's closing shot before the credits. Anakin appears in Episodes I and II. Luke appears as a baby in Episode III, later as an adult (with Leia) in Episodes IV, V, and VI."
"/title/tt2488496/trivia/tr2751019","Mark Hamill grew a beard, and lost 50 pounds to reprise his role as Luke Skywalker."
