"author","title","description","url","urlToImage","publishedAt","content","id","name"
"MSNBC.com","Rev. Sharpton recognizes families who lost loved ones to police brutality","Rev. Al Sharpton recognizes families of Trayvon Martin, Michael Brown, Eric Garner, Ahmaud Arbery and a number of others who have lost loved ones to police brutality while speaking at George Floyd's funeral service.","https://www.msnbc.com/msnbc/watch/rev-sharpton-recognizes-families-of-eric-garner-and-others-lost-to-police-brutality-at-george-floyd-funeral-84789317694","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_msnbc_brk_sharpton_families_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T19:54:41Z",NA,"msnbc","MSNBC"
"MSNBC.com","Sharpton slams NFL: ‘Don’t apologize, give Colin Kaepernick his job back’","While speaking at George Floyd’s funeral service, Rev. Al Sharpton criticized the apology given by NFL Commissioner Roger Goodell about allowing players to peacefully protest. Sharpton said rather than apologize, Goodell should rehire Colin Caepernick, who is…","https://www.msnbc.com/msnbc/watch/sharpton-slams-nfl-roger-goodell-s-apology-says-rehire-colin-kaepernick-84790341629","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_msnbc_brk_sharpton_nfl_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T19:51:09Z",NA,"msnbc","MSNBC"
"MSNBC.com","Rev. Al Sharpton: George Floyd's death 'was not just a tragedy, it was a crime'","Rev. Al Sharpton talks about the cost of black lives during his eulogy at George Floyd’s funeral in Houston, Texas. Sharpton said, “Until we know the price for black life is the same as the price for white life we are going to keep coming back to these situat…","https://www.msnbc.com/msnbc/watch/rev-al-sharpton-talks-cost-of-black-lives-at-george-floyd-s-funeral-in-houston-texas-84789317587","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/revalmem2.nbcnews-fp-1200-630.jpg","2020-06-09T19:47:50Z",NA,"msnbc","MSNBC"
"MSNBC.com","Melvin: After someone who looks like me dies, the protesters usually also look like me. Not this time.","Craig Melvin and Jonathan Capeheart discuss the diversity of the Americans outraged at the death of George Floyd. ""You and I have had a number of conversations after someone who looks like us dies in police custody,"" Melvin says to Capeheart. ""By and large, t…","https://www.msnbc.com/msnbc/watch/melvin-after-someone-who-looks-like-me-dies-the-protesters-usually-also-look-like-me-not-this-time-84779589559","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_msnbc_looklikeme_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T16:35:06Z",NA,"msnbc","MSNBC"
"MSNBC.com","As Americans look for silver lining in George Floyd's death, question remains: Why do so many have to die?","Craig Melvin and Nikole Hannah-Jones of New York Times Magazine discuss how the history of the United States is ""littered with the bodies of black men"" who were forced into martyrdom to teach white Americans that black lives matter.","https://www.msnbc.com/msnbc/watch/as-americans-look-for-silver-lining-in-george-floyd-s-death-question-remains-why-do-so-many-have-to-die-84776517847","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_msnbc_why_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T16:24:26Z",NA,"msnbc","MSNBC"
"MPX","Morning Joe 6/9/20","Joe and Mika discuss the big news of the day.","http://www.msnbc.com/morning-joe/episodes/watch/morning-joe-6-9-20-episode","http://www.msnbc.com/sites/msnbc/files/styles/ratio--16-9--1067x600/public/videos/200603_4178723_Morning_Joe_6_9_20_800x450_1748528195902.jpg?itok=pUyNLEKa","2020-06-09T16:21:01Z","Morning Joe 06/09/20 
 Joe and Mika discuss the big news of the day. descriptionLimit""&gt;
 ...moreDuration: {{video.duration.momentjs}}
Up next in:
 Latest MSNBC videos
<ul><li>
</li><li>
</l… [+204 chars]","msnbc","MSNBC"
"MSNBC.com","How does Minneapolis move forward after the death of George Floyd?","Watch CEO and Founder of the Constellation Fund, Andrew Dayton, and the CEO and Founder of Robin Hood, Wes Moore, join Stephanie Ruhle to discuss rebuilding Minneapolis and fixing some of the underlying poverty issues in that city and around the country.","https://www.msnbc.com/stephanie-ruhle/watch/how-does-minneapolis-move-forward-after-the-death-of-george-floyd-84773445752","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_ruhle_bblock_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T16:11:09Z",NA,"msnbc","MSNBC"
"MSNBC.com","Rex Chapman: If fewer opportunities come from me speaking out about racism, ‘so be it’","A former NBA player, Rex Chapman, usually spends his time sharing stories on humanity. But now he has been sharing the story of the Floyd protests. He joins Stephanie Ruhle to discuss how why decided now is the time to speak out against injustice.","https://www.msnbc.com/stephanie-ruhle/watch/rex-chapman-if-fewer-opportunities-come-from-me-speaking-out-about-racism-so-be-it-84773957953","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_ruhle_rex_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T16:10:55Z",NA,"msnbc","MSNBC"
"MSNBC.com","Mother of NJ man shot by police: Charge the officer who killed my son","Racquel Barrett, the mother of Maurice Gordon Jr. -- who was killed by New Jersey State Police last month -- reacts to Ayman Mohyeldin after the dash cam footage of the shooting was released. The family's attorney, William Wagstaff, notes there are missing pa…","https://www.msnbc.com/hallie-jackson/watch/mother-of-nj-man-shot-by-police-charge-the-officer-who-killed-my-son-84770885942","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_hallie_barrett_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T14:43:10Z",NA,"msnbc","MSNBC"
"MSNBC.com","'Daughters of Erietown' tells multi-generational tale","Pulitzer Prize-winning journalist and author Connie Schultz discusses her new book 'The Daughters of Erietown.'","https://www.msnbc.com/morning-joe/watch/-daughters-of-erietown-tells-multi-generational-tale-84771909526","https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_connie_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T14:23:34Z",NA,"msnbc","MSNBC"
"MSNBC.com","Houston Police Chief: 'Watershed moment' for policing","The Chief of the Houston Police Department Art Acevedo joins Ayman Mohyeldin as calls for a reduction in funding for police grow around the country. Acevedo argues that most don't want ""less police, they want good policing"" and says a national standard for po…","https://www.msnbc.com/hallie-jackson/watch/houston-police-chief-watershed-moment-for-policing-84770885730","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_hallie_acevedo_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T14:21:45Z",NA,"msnbc","MSNBC"
"Msnbc","Already in a ditch, Trump goes negative against elderly Buffalo man","Trump saw the Buffalo video, learned of the public's revulsion, and decided to go after the hospitalized old guy who was left bleeding on the ground.","https://www.msnbc.com/rachel-maddow-show/already-ditch-trump-goes-negative-against-elderly-buffalo-man-n1228286","https://media3.s-nbcnews.com/j/newscms/2020_23/3379976/200605-buffalo-police-push-mc-9372_f5c3ba571f464b1cc66a4366ae233982.nbcnews-fp-1200-630.PNG","2020-06-09T14:02:32Z","As protests in support of social justice have taken shape in communities across the country, there's no shortage of reports about law enforcement needlessly harming protestors. But among the most jar… [+2187 chars]","msnbc","MSNBC"
"MSNBC.com","Sen. Murkowski brushes off Trump's promise to campaign against her","Sen. Lisa Murkowski, R-Alaska, brushed off a series of tweets from the president that came after she endorsed Gen. Mattis' criticisms of the president.","https://www.msnbc.com/morning-joe/watch/sen-murkowski-brushes-off-trump-s-promise-to-campaign-against-her-84770373865","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_murk_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T14:02:10Z",NA,"msnbc","MSNBC"
"MPX","Doctor cautions 'nothing has changed' on wearing masks","Dr. Ashish Jha of Harvard Medical School weighs in on World Health Organization officials announcing coronavirus patients without symptoms aren't driving the spread of the virus.","https://www.msnbc.com/morning-joe/watch/doctor-cautions-nothing-has-changed-on-wearing-masks-84768325503","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_jha_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T13:42:00Z",NA,"msnbc","MSNBC"
"Msnbc","Another Trump photo-op goes horribly awry","For a politician who focuses so heavily on appearances, Trump's photo-ops keep going horribly awry.","https://www.msnbc.com/rachel-maddow-show/another-trump-photo-op-goes-horribly-awry-n1228246","https://media3.s-nbcnews.com/j/newscms/2020_24/3384706/ap_20157741759831_f279ab9b90b2b7cf5034077c8147bffe.nbcnews-fp-1200-630.jpg","2020-06-09T13:27:40Z","Donald Trump cares a great deal about how things look. On Friday, for example, the White House forced reporters to sit closer together, despite the pandemic and the administration's own safety guidel… [+2284 chars]","msnbc","MSNBC"
"MPX","Congressional Black Caucus meets with FBI director","Rep. Stacey Plaskett, D-VI, discusses the Congressional Black Caucus' meeting with FBI Director Christopher Wray to discuss the current moment and the actions being taken by the FBI.","https://www.msnbc.com/morning-joe/watch/congressional-black-caucus-meets-with-fbi-director-84766789544","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_plask_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T12:32:00Z",NA,"msnbc","MSNBC"
"Msnbc","Why Barr exposed Trump's 'bunker inspection' claim as a lie","Trump implausibly claimed he recently went to an underground bunker for an ""inspection,"" not for his safety. Even Bill Barr has exposed this as a lie.","https://www.msnbc.com/rachel-maddow-show/why-barr-exposed-trump-s-bunker-inspection-claim-lie-n1228156","https://media4.s-nbcnews.com/j/newscms/2020_23/3373061/200601-trump-barr-mc-1110_02e93eaa40d379ff0707a4432f33bf1d.nbcnews-fp-1200-630.JPG","2020-06-09T12:09:12Z","Protests around the White House were quite intense the evening of Friday, May 29, and there were multiplereports that the Secret Service took Donald Trump to an underground bunker as a security preca… [+2762 chars]","msnbc","MSNBC"
NA,"A majority supports protests following George Floyd's death: poll","A majority supports the protests following the death of George Floyd, according to new polling. The New York Times' Peter Baker discusses how the White House views the current protests.","http://www.msnbc.com/morning-joe/watch/a-majority-supports-protests-following-george-floyd-s-death-poll-84765253920",NA,"2020-06-09T11:58:20Z",NA,"msnbc","MSNBC"
"MSNBC.com","WHO raises questions over asymptomatic spread","Coronavirus patients without symptoms aren’t driving the spread of the virus, World Health Organization officials said Monday. Doctors Zeke Emanuel and Dave Campbell discuss the confusion over the WHO's remarks.","https://www.msnbc.com/morning-joe/watch/who-raises-questions-over-asymptomatic-spread-84763717824","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_who_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T11:20:46Z",NA,"msnbc","MSNBC"
"MPX","Thousands attend public viewing for George Floyd","Thousands gathered Monday in Houston, Texas at The Fountain of Praise Church for a public viewing and memorial for George Floyd. The panel discusses.","https://www.msnbc.com/morning-joe/watch/thousands-attend-public-viewing-for-george-floyd-84762693930","https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_thous_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T11:16:01Z",NA,"msnbc","MSNBC"
"MSNBC.com","More protests sweep U.S. ahead of George Floyd's funeral","Two weeks following the death of George Floyd in Minneapolis, protests across the U.S. show no signs of slowing down.","https://www.msnbc.com/morning-joe/watch/more-protests-sweep-u-s-ahead-of-george-floyd-s-funeral-84763717697","https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_first_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T11:01:09Z",NA,"msnbc","MSNBC"
"MSNBC.com","Joe Biden says he opposes defunding the police","As some protesters across the country are calling for police departments to be defunded, top Democratic leaders along with Joe Biden are resisting those calls and instead suggesting more moderate measures.","https://www.msnbc.com/morning-joe/watch/joe-biden-says-he-opposes-defunding-the-police-84763717655","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mj_biden_200609_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T10:47:00Z",NA,"msnbc","MSNBC"
"MSNBC.com","What do calls to defund, disband or dismantle police forces really mean?","A growing number of protesters and public officials say resources now allotted to police departments should be shifted towards issues like mental health, homelessness, and conflict resolution. Others say that police departments need to be taken apart and rebu…","https://www.msnbc.com/msnbc/watch/what-do-calls-to-defund-disband-or-dismantle-police-forces-really-mean-84763205829","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_msnbc_brk_daythatwas_200609__927339.nbcnews-fp-1200-630.jpg","2020-06-09T10:34:08Z",NA,"msnbc","MSNBC"
"MPX","All In 6/8/20","Chris Hayes discusses the day's top political news.","http://www.msnbc.com/all/episodes/watch/all-in-6-8-20-episode","http://www.msnbc.com/sites/msnbc/files/styles/ratio--16-9--1067x600/public/videos/200603_4178818_All_In_6_8_20_800x450_1748372547661.jpg?itok=U6jp4RPj","2020-06-09T07:01:01Z","All In with Chris Hayes 06/08/20 
 Chris Hayes discusses the day's top political news. descriptionLimit""&gt;
 ...moreDuration: {{video.duration.momentjs}}
Up next in:
 All In full episodes","msnbc","MSNBC"
"MPX","Last Word 6/8/20","Watch the full episode of Monday night's The Last Word with Lawrence O'Donnell.","http://www.msnbc.com/the-last-word/episodes/watch/last-word-6-8-20-episode","http://www.msnbc.com/sites/msnbc/files/styles/ratio--16-9--1067x600/public/videos/200525_4174010_Last_Word_6_8_20_800x450_1748368451512.jpg?itok=0DuE2GyG","2020-06-09T06:41:00Z","Up next in:
 The Last Word full episodes","msnbc","MSNBC"
"MPX","Rachel Maddow 6/8/20","Watch the full episode of Monday night's The Rachel Maddow Show.","http://www.msnbc.com/rachel-maddow-show/episodes/watch/rachel-maddow-6-8-20-episode","http://www.msnbc.com/sites/msnbc/files/styles/ratio--16-9--1067x600/public/videos/200520_4171919_Rachel_Maddow_6_8_20_800x450_1748351555769.jpg?itok=5k7GQRAZ","2020-06-09T05:31:00Z","The Rachel Maddow Show 06/08/20 
 Watch the full episode of Monday night's The Rachel Maddow Show. descriptionLimit""&gt;
 ...moreDuration: {{video.duration.momentjs}}
Up next in:
 The Rachel Madd… [+20 chars]","msnbc","MSNBC"
"MPX","Humankind achieves historic feat in slowing coronavirus spread","Solomon Hsiang, professor of public policy at U.C. Berkeley, talks with Rachel Maddow about the results of a study of the effectiveness of efforts to slow the spread of the coronavirus, and the historic feat that humans around the world have achieved in adjus…","https://www.msnbc.com/rachel-maddow/watch/humankind-achieves-historic-feat-in-slowing-coronavirus-spread-84743237775","https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_maddow_hsiang_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T05:24:01Z",NA,"msnbc","MSNBC"
"MSNBC.com","Study finds coronavirus lockdowns saved millions of lives","Rachel Maddow shares the results of a study out of U.C. Berkeley that shows how many millions more people would have been infected by the coronavirus if stay-at-home orders and other preventative measures had not been enacted.","https://www.msnbc.com/rachel-maddow/watch/study-finds-coronavirus-lockdowns-saved-millions-of-lives-84742725662","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_maddow_charts_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T04:50:39Z",NA,"msnbc","MSNBC"
"MSNBC.com","Coronavirus keeps outpacing Donald Trump's low-balling","Rachel Maddow shares a collection of clips of Donald Trump repeatedly making confident assurances about the limits of the COVID-19 death toll only to have that limit exceeded over and over again.","https://www.msnbc.com/rachel-maddow/watch/coronavirus-keeps-outpacing-donald-trump-s-low-balling-84743237519","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_maddow_montage_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T04:50:10Z",NA,"msnbc","MSNBC"
"MSNBC.com","What does it mean to dismantle a police department?","Phillip Atiba Goff of John Jay College of Criminal Justice, talks with Rachel Maddow about the idea behind plans in Minneapolis to dismantle the police department and rebuild something different, and explains why simply defunding police departments would not …","https://www.msnbc.com/rachel-maddow/watch/what-does-it-mean-to-dismantle-a-police-department-84734533782","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_maddow_goff_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T04:15:12Z",NA,"msnbc","MSNBC"
"MSNBC.com","Cornel West: America needs a massive reinvestment in poor black communities","Author, thinker, and Harvard University professor Dr. Cornel West joins to discuss the nationwide protests and calls to defund police two weeks after the fatal arrest of George Floyd.","https://www.msnbc.com/11th-hour/watch/cornel-west-america-needs-a-massive-reinvestment-in-poor-black-communities-84734533777","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_bwms_west_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T04:12:42Z",NA,"msnbc","MSNBC"
"MSNBC.com","Trump in an ‘incredibly weak position’ five months before Election Day","With polls show his approval rating dropping and him consistently trailing Joe Biden, Trump has an uphill climb to keep the presidency in November. Philip Rucker of The Washington Post joins to explain.","https://www.msnbc.com/11th-hour/watch/trump-in-an-incredibly-weak-position-five-months-before-election-day-84726853825","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_bwms_polls_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:49:05Z",NA,"msnbc","MSNBC"
"MSNBC.com","Trump tries to politicize calls to 'defund the police'","The president is blasting calls for massive police reform as the protests after George Floyd's fatal arrest extend beyond two weeks. Jonathan Karl explains.","https://www.msnbc.com/11th-hour/watch/trump-tries-to-politicize-calls-to-defund-the-police-84722757788","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_bwms_trump_defund_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:33:19Z",NA,"msnbc","MSNBC"
"MSNBC.com","DeRay Mckesson on Dem police reform bill: ‘It’s a good first start’","DeRay Mckesson tells Lawrence O’Donnell that he’s encouraged by the move to disband the Minneapolis police department and he’s hopeful about the good things that are in the Democrats’ federal police reform bill, but adds that shifting responsibilities and res…","https://www.msnbc.com/the-last-word/watch/deray-mckesson-on-dem-police-reform-bill-it-s-a-good-first-start-84723269977","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_lw_deray_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:33:03Z","DeRay Mckesson tells Lawrence ODonnell that hes encouraged by the move to disband the Minneapolis police department and hes hopeful about the good things that are in the Democrats federal police refo… [+151 chars]","msnbc","MSNBC"
"MPX","Fmr. GOP strategist: Biden is acting ‘like a president is...","The latest general election polls all show a lead for Joe Biden as the nation faces health, cultural and economic crises. Former Republican strategist Steve Schmidt tells Lawrence O’Donnell it’s a result of American voters observing Donald Trump’s “clinic of …","https://www.msnbc.com/the-last-word/watch/fmr-gop-strategist-biden-is-acting-like-a-president-is-supposed-to-in-a-time-of-great-crisis-84723781556","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_lw_schmidt_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:28:02Z","The latest general election polls all show a lead for Joe Biden as the nation faces health, cultural and economic crises. Former Republican strategist Steve Schmidt tells Lawrence ODonnell its a resu… [+102 chars]","msnbc","MSNBC"
"MPX","Harvard Global Health Director: Protesters should get tested...","Dr. Ashish Jha, director of the Harvard Global Health Institute, tells Lawrence O'Donnell how protesters could remain safe as the U.S. coronavirus curve is ""heading in the wrong direction"" in many states while diagnostic testing in the U.S. is ""far from where…","https://www.msnbc.com/the-last-word/watch/harvard-global-health-director-protesters-should-get-tested-for-coronavirus-before-and-after-protests-84723781527","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_lw_jha_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:26:01Z","Dr. Ashish Jha, director of the Harvard Global Health Institute, tells Lawrence O'Donnell how protesters could remain safe as the U.S. coronavirus curve is ""heading in the wrong direction"" in many st… [+86 chars]","msnbc","MSNBC"
"MSNBC.com","Maya Wiley explains what it means to 'defund the police'","As protests continue nationwide over two weeks after George Floyd's fatal arrest, many are calling for police departments to be defunded. But what does that mean? Maya Wiley explains.","https://www.msnbc.com/11th-hour/watch/maya-wiley-explains-what-it-means-to-defund-the-police-84722245616","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_bwms_defund_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:19:32Z",NA,"msnbc","MSNBC"
"MSNBC.com","Trump drops in polls as protests hit 14th day after Floyd's death","As protests following the fatal arrest of George Floyd hit the two week mark and calls to 'defund police' grow nationwide, the president gets some bad political news just five months before Election Day.","https://www.msnbc.com/11th-hour/watch/trump-drops-in-polls-as-protests-hit-14th-day-after-floyd-s-death-84718149865","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_bwms_a2_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T03:13:58Z",NA,"msnbc","MSNBC"
"MSNBC.com","Rep. Joyce Beatty: ‘America has spoken’ for bold policing legislation","Rep. Joyce Beatty (D-OH), the Vice Chair of the Congressional Black Caucus, joins Lawrence O’Donnell to discuss the new “Justice in Policing Act” designed to reform policing across the country.","https://www.msnbc.com/the-last-word/watch/rep-joyce-beatty-america-has-spoken-for-bold-policing-legislation-84717637610","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_lw_beatty_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T02:57:14Z",NA,"msnbc","MSNBC"
"MPX","MTP Daily 6/8/20","MTP Daily is a public affairs program hosted by Chuck Todd that follows the Trump administration and features the top news-makers of the day as they analyze and break down the issues.","http://www.msnbc.com/mtp-daily/episodes/watch/mtp-daily-6-8-20-episode","http://www.msnbc.com/sites/msnbc/files/styles/ratio--16-9--1067x600/public/videos/200604_4179432_MTP_Daily_6_8_20_800x450_1748283971704.jpg?itok=9HAxKVUF","2020-06-09T01:31:01Z","MTP Daily 06/08/20 
 MTP Daily is a public affairs program hosted by Chuck Todd that follows the Trump administration and features the top news-makers of the day as they analyze and break down the i… [+113 chars]","msnbc","MSNBC"
"MSNBC.com","KY Senate candidate: Mitch McConnell 'couldn’t care less if we die'","Kentucky Senate candidate Charles Booker: “Someone like Mitch McConnell has profited from our pain, and sold us out in every way imaginable, and couldn’t care less if we die.”","https://www.msnbc.com/all-in/watch/ky-senate-candidate-mitch-mcconnell-couldn-t-care-less-if-we-die-84701765960","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_hayes_charlesbooker_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-09T01:08:38Z",NA,"msnbc","MSNBC"
NA,"Sen. Harris says police reform bill is all about ‘accountability and consequence’","Sen. Harris on the police reform bill: “It is completely and totally directed at one issue, which is accountability and consequence when there is a violation of law, when the rules are broken.”","http://www.msnbc.com/all-in/watch/sen-harris-says-police-reform-bill-is-all-about-accountability-and-consequence-84699717900",NA,"2020-06-09T00:32:24Z",NA,"msnbc","MSNBC"
"MSNBC.com","NBC News/WSJ poll: Trump less effective, less competent than Biden","In a new NBC/WSJ poll, voters felt Biden would be more effective and competent as president than Trump.","https://www.msnbc.com/msnbc/watch/nbc-news-wsj-poll-trump-less-effective-less-competent-than-biden-84697669516","https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_7p_kornacki_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T23:39:50Z",NA,"msnbc","MSNBC"
"MSNBC.com","Leon Panetta calls Trump’s desire to use military on protesters ‘a misuse’","Former Secretary of Defense Leon Panetta on President Trump’s desire to use the military on protesters: “The president would have done a hell of a lot better if he had just basically acknowledged that the US military should not be used for law enforcement pur…","https://www.msnbc.com/msnbc/watch/leon-panetta-calls-trump-s-desire-to-use-military-on-protesters-a-misuse-84696133888","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_7p_panetta_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T23:34:38Z",NA,"msnbc","MSNBC"
"MSNBC.com","How Colin Kaepernick started a national movement years before Floyd's death","President Trump warning NFL Commissioner Roger Goodell players would be ""disrespecting"" the country if they kneel during the national anthem in protest to police brutality. The warning comes after Goodell admits he was ""wrong"" on the protests. MSNBC's Stephan…","https://www.msnbc.com/the-beat-with-ari/watch/how-colin-kaepernick-started-a-national-movement-years-before-floyd-s-death-84695109704","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/kap_protest.nbcnews-fp-1200-630.jpg","2020-06-08T23:09:49Z",NA,"msnbc","MSNBC"
"MSNBC.com","Trump likely to use policing as wedge issue","How could the issue of policing affect the upcoming presidential election? Katy Tur discusses with former RNC Chairman Michael Steele.","https://www.msnbc.com/katy-tur/watch/trump-likely-to-use-policing-as-wedge-issue-84695621707","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_tur_tursteele_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T22:40:55Z",NA,"msnbc","MSNBC"
"MSNBC.com","'This is the moment': Inside the push to defund the police after Floyd killing","There is a nationwide debate over defunding the police as protesters across the country want action after George Floyd's killing. The Minneapolis City Council has voted to dismantle its police force and New York City's mayor De Blasio vows to cut funding from…","https://www.msnbc.com/the-beat-with-ari/watch/-this-is-the-moment-inside-the-push-to-defund-the-police-after-floyd-killing-84694597913","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_ari_defund_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T22:35:23Z",NA,"msnbc","MSNBC"
"MSNBC.com","What would defunding the police actually look like?","What does it actually mean to defund the police? Katy Tur has more on MSNBC","https://www.msnbc.com/katy-tur/watch/what-would-defunding-the-police-actually-look-like-84691525869","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_tur_turdefund_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T22:11:27Z",NA,"msnbc","MSNBC"
"MPX","NBC News/WSJ poll: Biden maintains 7 point lead over Trump","The latest NBC News/WSJ poll shows Democratic presumptive presidential nominee Joe Biden leading Trump by 7 points among registered voters, 49 percent to 42 percent, which is unchanged from April.","https://www.msnbc.com/mtp-daily/watch/nbc-news-wsj-poll-biden-maintains-7-point-lead-over-trump-84691013601","https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mtpd_clip_kornacki_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T21:56:01Z",NA,"msnbc","MSNBC"
"MPX","How Camden, N.J. disbanded and rebuilt its police department","As calls to defund and disband the police grow, former Camden County Police Chief Scott Thomson discusses how Camden, N.J. disbanded and rebuilt its police force in 2013","https://www.msnbc.com/mtp-daily/watch/how-camden-n-j-disbanded-and-rebuilt-its-police-department-84689989601","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mtpd_camdenpolicechief_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T21:54:02Z",NA,"msnbc","MSNBC"
"MSNBC.com","Calls grow to defund, disband police nationally","After the Minneapolis City Council vows to disband the city’s police department, Katy Tur examines the growing calls to “defund the police"" nationally.","https://www.msnbc.com/mtp-daily/watch/calls-grow-to-defund-disband-police-nationally-84688453897","https://media12.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_mtpd_clip_katypkg_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T21:40:05Z",NA,"msnbc","MSNBC"
"MSNBC.com","Maya Wiley explains what’s behind the growing call to ‘defund the police’","MSNBC legal analyst Maya Wiley provides some clarity around the phrase ‘defund the police’","https://www.msnbc.com/deadline-white-house/watch/maya-wiley-explains-what-s-behind-the-growing-call-to-defund-the-police-84688453788","https://media14.s-nbcnews.com/j/MSNBC/Components/Video/202006/n_wh_deadline_maya_200608_1920x1080.nbcnews-fp-1200-630.jpg","2020-06-08T21:37:03Z",NA,"msnbc","MSNBC"
