"author","title","description","url","urlToImage","publishedAt","content","id","name"
"Teny Sahakian","Guardian Angels founder on defunding the police: 'This is a recipe for insanity'","Over the next 13 years, the Guardian Angels, helped clean up a neglected New York City that was overrun with crime and on the brink of fiscal collapse.","https://www.foxnews.com/media/guardian-angels-founder-defunding-police","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/guardian-angels-thumb.jpg","2020-06-09T21:54:34Z","In 1979, Curtis Sliwa, then a night manager at a McDonald's in the Bronx, was tired of seeing his city overrun by crime so he gathered a group of 12 other volunteers to patrol the subway trains at ni… [+2845 chars]","fox-news","Fox News"
"Nick Givas","Chicago police officer seen giving middle finger at George Floyd protest sent to desk duty","A Chicago police officer who was seen giving a crowd of George Floyd protesters the middle finger while he was still in uniform and on duty has been sent to desk duty, Chicago Police Superintendent David Brown announced Tuesday.","https://www.foxnews.com/us/chicago-police-officer-seen-giving-middle-finger-george-floyd-protest-sent-to-desk-duty","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Chicago-Police-Middle-Fingers.jpg","2020-06-09T21:53:13Z","A Chicago police officer who was seen giving a crowd of George Floyd protesters the middle finger while he was still in uniform and on duty has been sent to desk duty, Chicago Police Superintendent D… [+1391 chars]","fox-news","Fox News"
NA,"Many retailers will never recover from coronavirus shutdown","Up to 25,000 stores predicted to close; Fox Biz Flash: 6/9.","http://video.foxnews.com/v/6162836995001/","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/4de2039a-f37e-4948-9b14-f9e49759da87/851a47e2-97e0-4838-a097-6829b7c96195/1280x720/match/image.jpg","2020-06-09T21:52:11Z",NA,"fox-news","Fox News"
"Michael Hollan","Woman's attempt to rescue squirrel from pool backfires","Never bite the hand that feeds you... or rescues you from a pool.","https://www.foxnews.com/lifestyle/womans-attempt-rescue-squirrel-from-pool-backfires","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/squirrel.jpg","2020-06-09T21:47:08Z","Never bite the hand that feeds you... or rescues you from a pool.
When a family in Texas found a squirrel stuck in their swimming pool, a young woman decided that she was going to save the day. Unfo… [+1726 chars]","fox-news","Fox News"
"Stephanie Ramirez, Fox 5","John Lewis visits Black Lives Matter Plaza in DC, symbol of George Floyd anger: 'Very moving'","Civil rights icon Rep. John Lewis, D-Ga., is the latest high-profile figure to throw his support behind the newly rechristened Black Lives Matter Plaza in the nation's capital.","https://www.foxnews.com/politics/john-lewis-black-lives-matter-plaza-george-floyd","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/JohnLewis1.jpg","2020-06-09T21:45:45Z","Civil rights icon Rep. John Lewis, D-Ga., is the latest high-profile figure to throw his support behind the newly rechristened Black Lives Matter Plaza in the nation's capital.
“It’s very moving. Ve… [+881 chars]","fox-news","Fox News"
"Adam Shaw","NYPD union chiefs rip politicians for anti-cop push: 'They're asking us to walk away from you'","New York Police Department (NYPD) union officials on Tuesday tore into lawmakers both in New York and elsewhere for ongoing efforts to either defund, abolish or radically reform police departments in the wake of the death of George Floyd in Minneapolis -- war…","https://www.foxnews.com/politics/nypd-union-chiefs-rip-politicians-for-anti-cop-push","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/91c70876-5388-44d8-b316-956dc62844d7/d2344ae9-524c-424c-addd-0836ada60785/1280x720/match/image.jpg","2020-06-09T21:44:07Z","New York Police Department (NYPD) union officials on Tuesday tore into lawmakers both in New York and elsewhere for ongoing efforts to either defund, abolish or radically reform police departments in… [+3917 chars]","fox-news","Fox News"
NA,"Nation grapples with debate over police reform as George Floyd laid to rest","Mourners pay respects to George Floyd in Houston; reaction and analysis on 'The Five.'","http://video.foxnews.com/v/6162835617001/","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/d735ef27-8ba9-4b18-ab31-3402c14e6573/08a309e6-a1be-471b-831b-aa7358639046/1280x720/match/image.jpg","2020-06-09T21:39:01Z",NA,"fox-news","Fox News"
"Michael Ruiz","Retired Maryland officer falsely accused by Internet 'vigilantes' in attack on teens","Internet vigilantes falsely identified a retired cop as the man seen on video attacking a group of George Floyd supporters in a Maryland park -- prompting a flood of harassing calls and emails to his family, according to reports.","https://www.foxnews.com/us/retired-maryland-officer-falsely-accused-internet-vigilantes","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/John-Damskey-AP.jpg","2020-06-09T21:33:34Z","Internet vigilantes falsely identified a retired cop as the man seen on video attacking a group of George Floyd supporters in a Maryland park -- prompting a flood of harassing calls and emails to his… [+3061 chars]","fox-news","Fox News"
"Morgan Phillips","George Floyd's brother to testify on Capitol Hill: What to know","Philonise Floyd, the brother of George Floyd, will testify at the House Judiciary Committee hearing on police brutality Wednesday.","https://www.foxnews.com/politics/george-floyd-brother-to-testify-capitol-hill-what-to-know","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/AP20160817584323-e1591735160644.jpg","2020-06-09T21:19:18Z","The House Judiciary Committee will hold a hearing on police brutality on Wednesday, following the release of the “Justice in Policing” Act Monday. Philonise Floyd, the brother of George Floyd -- whos… [+4889 chars]","fox-news","Fox News"
"Caitlin McFall","UN warns 'food systems are failing' amid coronavirus pandemic","United Nations Secretary-General António Guterres said Tuesday that nearly 50 million more people are expected to enter “extreme poverty” due to the coronavirus pandemic.","https://www.foxnews.com/world/un-warns-food-systems-failing-coronavirus","https://static.foxnews.com/foxnews.com/content/uploads/2018/09/3aea6352e12549b3affc72c9d428dea8.jpg","2020-06-09T21:17:21Z","United Nations Secretary-General António Guterres said Tuesday that nearly 50 million more people are expected to enter “extreme poverty” due to the coronavirus pandemic, which has also impacted glob… [+2197 chars]","fox-news","Fox News"
"Nick Givas","Guardian Angels seen protecting NYC businesses from looters","A group of volunteers known as the ""Guardian Angels"" made headlines again this week after a video was posted to YouTube on Sunday, showing its members defending a New York City Footlocker from rioters and looters.","https://www.foxnews.com/us/guardian-angels-seen-protecting-nyc-businesses-from-looters","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Guardian-Angels-NYC-3.jpg","2020-06-09T21:08:55Z","A group of volunteers known as the ""Guardian Angels"" made headlines again this week after a video was posted to YouTube on Sunday, showing its members defending a New York City Footlocker from rioter… [+2026 chars]","fox-news","Fox News"
NA,"Ted Williams: George Floyd became bigger in death than in life","Former D.C. detective and Fox News contributor Ted Williams on the impact of George Floyd's death.","http://video.foxnews.com/v/6162827694001/","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/8b0adaaa-c0be-4d97-8a11-c990e652da50/64bc197a-34ae-4b31-beca-b25a0d6c1efd/1280x720/match/image.jpg","2020-06-09T21:08:14Z",NA,"fox-news","Fox News"
"Tyler Olson","DC Council passes sweeping bill to ban chokeholds, mandate 'racism and white supremacy' training for cops","The changes include a ban on the use of tear gas against protesters in the district, a move to allow home confinement of city inmates and permitting felons to vote from D.C. prisons -- a position that was only supported by Bernie Sanders among 2020 Democratic…","https://www.foxnews.com/politics/dc-police-reform-law","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/a7c2560b-890c-47e0-82bc-d5fbca8b6deb/668a13e7-1c0d-4ccf-bfc3-a4ea0edc4aa7/1280x720/match/image.jpg","2020-06-09T21:06:57Z","The Washington, D.C. City Council on Tuesday unanimously approved legislation on sweeping police and criminal justice reforms over the objection of Mayor Muriel Bowser as the nation continues to reel… [+6167 chars]","fox-news","Fox News"
"Michael Hollan","Owner of world's largest pizza box collection shows off goods","There’s a collector for everything.","https://www.foxnews.com/food-drink/worlds-largest-pizza-box-collection","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/pizza-boxes.jpg","2020-06-09T21:04:32Z","There’s a collector for everything.
The owner of the world’s largest collection of pizza is about to show off during a virtual pizza party. The collection is made up of about 1,550 different boxes.… [+1845 chars]","fox-news","Fox News"
"Michael Ruiz","NASCAR to welcome 'limited' number of fans back to racetracks starting June 14","NASCAR’s upcoming races in Florida and Alabama will reopen to a limited number of fans after months of coronavirus shutdowns that have largely banned events involving crowds.","https://www.foxnews.com/auto/nascar-fans-back-to-racetracks-starting-june-14","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Nascar-AP.jpg","2020-06-09T21:01:59Z","NASCAR’s upcoming races in Florida and Alabama will reopen to a limited number of fans after months of coronavirus shutdowns that have largely banned events involving crowds.
The races are the Dixie… [+1899 chars]","fox-news","Fox News"
"Daniel Canova","Broncos' Von Miller writes 'I am all in for unity, equality and justice' following George Floyd's death, protests","Denver Broncos star Von Miller, who deals with asthma, says that he couldn’t count the times when he said he couldn’t breathe, but when he’d ask him mother or father for help, someone was there to help him out every single time.","https://www.foxnews.com/sports/broncos-von-miller-george-floyd-racism-protests","https://static.foxnews.com/foxnews.com/content/uploads/2018/09/nfl-von-miller.jpg","2020-06-09T20:57:54Z","Denver Broncos star Von Miller, who deals with asthma, says that he couldn’t count the times when he said he couldn’t breathe. But when he’d ask his mother or father for help, someone was there for h… [+2739 chars]","fox-news","Fox News"
"Paulina Dedaj","Vikings' Dalvin Cook holding out until he gets 'reasonable' contract extension: 'He's out'","Contract negotiations between Dalvin Cook and the Minnesota Vikings have come to a standstill as the running back has reportedly said he won’t take part in any team activities until he gets a “reasonable” deal.","https://www.foxnews.com/sports/vikings-dalvin-cook-reasonable-contract-extension","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Dalvin-Cook.jpg","2020-06-09T20:53:53Z","Contract negotiations between Dalvin Cook and the Minnesota Vikings have come to a standstill as the running back has reportedly said he won’t take part in any team activities until he gets a “reason… [+992 chars]","fox-news","Fox News"
"Julius Young","‘Seinfeld’ star Patrick Warburton on new film ‘Inheritance,’ how David Puddy would have handled quarantine","Patrick Warburton, one of the most immediately recognizable voices in show business, is opening up about his new film “Inheritance.""","https://www.foxnews.com/entertainment/patrick-warburton-inheritance-seinfeld-david-puddy-quarantine","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Patrick-Warburton-Lily-Collins-Inheritance_Verticle-Ent..jpg","2020-06-09T20:51:49Z","EXCLUSIVE: Patrick Warburton, one of the most immediately recognizable voices in show business, is opening up about his new film, “Inheritance.""
In the movie, Warburton plays Archer Monroe, the patr… [+5606 chars]","fox-news","Fox News"
"Paul Steinhauser","Biden speaks directly to Floyd’s 6-year old daughter in emotional funeral video","Former Vice President Joe Biden directly addressed George Floyd’s six-year-old daughter, Gianna, in a video message played Tuesday at the funeral of the 46-year old black man who died two weeks ago at the hands of police in Minnesota.","https://www.foxnews.com/politics/biden-speaks-directly-to-floyds-6-year-old-daughter-in-emotional-funeral-video","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/2d0b40d7-ceda-4502-918d-0bbc73f3cb86/ff477bcb-bc46-4317-bebe-25ca7fcf3934/1280x720/match/image.jpg","2020-06-09T20:51:38Z","Former Vice President Joe Biden directly addressed George Floyd’s 6-year-old daughter, Gianna, in a video message played Tuesday at the funeral of the 46-year old black man who died two weeks ago at … [+2116 chars]","fox-news","Fox News"
NA,"Rep. Clyburn: We aren't against policing, we're against rotten police officials","South Carolina Democratic Rep. James Clyburn weighs in on police reform following George Floyd's funeral.","http://video.foxnews.com/v/6162823749001/","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/2af6376a-7707-4df4-84d5-099697db64af/e01563c5-5f1f-47ce-aa67-df6e8b854c5b/1280x720/match/image.jpg","2020-06-09T20:50:51Z",NA,"fox-news","Fox News"
"Bradford Betz","Iran appears to build fake aircraft carrier as tensions with US grow","Iran appears to have built a fake aircraft carrier off its southern coast for potential live-fire drills amid ongoing tensions with the U.S., satellite images showed Tuesday.","https://www.foxnews.com/world/iran-fake-aircraft-carrier","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/AP20161380040626.jpg","2020-06-09T20:45:29Z","Iran appears to have built a fake aircraft carrier off its southern coast for potential live-fire drills amid ongoing tensions with the U.S., satellite images showed Tuesday. 
The apparent mock-up r… [+2475 chars]","fox-news","Fox News"
"Christopher Carbone","'Cosmic snowflakes' captured in stunning Hubble image","NASA released a stunning image of the stars from a globular cluster about 13,000 light-years from the Milky Way's galactic center.","https://www.foxnews.com/science/cosmic-snowflakes-captured-stunning-hubble-image","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/nasa-image.jpg","2020-06-09T20:41:48Z","NASA released a stunning image of the stars from a globular cluster about 13,000 light-years from the Milky Way's galactic center.
The cluster known as NGC 6441 sparkles and appears like snowflakes … [+952 chars]","fox-news","Fox News"
"Joseph Wulfsohn","Jordan Peele pokes fun at Dems for sporting kente cloth with 'Get Out' comparison","Director Jordan Peele had some fun at the expense of Democratic lawmakers who wore kente cloth as a tribute to George Floyd.","https://www.foxnews.com/entertainment/jordan-peele-pokes-fun-at-dems-for-sporting-kente-cloth","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Peele-Democrats_Getty-AP.jpg","2020-06-09T20:40:43Z","Director Jordan Peele had some fun at the expense of Democratic lawmakers who wore kente cloth as a tribute to George Floyd.
Top Democrats, including House Speaker Nancy Pelosi and Sen. Minority Lea… [+1157 chars]","fox-news","Fox News"
"Matt London","Johnny 'Joey' Jones hunts and fishes with Marine Corps legend","Retired Staff Sergeant Johnny ""Joey"" Jones said that the opportunity to spend two days with Marine Corps legend, four-star General Walter Boomer was the honor of the lifetime. By the time the trip was over finished -- it became clear that that feeling was mut…","https://www.foxnews.com/media/johnny-joey-jones-general-walter-boomer","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Johnny-Joey-Jones-and-General-Boomer-framegrab.jpg","2020-06-09T20:37:07Z","Retired Staff Sgt. Johnny ""Joey"" Jones said that the opportunity to spend twodays with a Marine Corps legend, four-star Gen. Walter Boomer, was the honor of a lifetime.
By the time the trip was fini… [+4408 chars]","fox-news","Fox News"
"Daniel Canova","Miller Park intruder tries carving his name on field, causes $40G in damage","A few weeks ago, an intruder broke into Miller Park, the home of the Milwaukee Brewers, and according to multiple reports, the man in question caused “minor damage” to the playing field, which resulted in about $40,000 in damage.","https://www.foxnews.com/sports/miller-park-intruder-carving-name-on-field-damages","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Miller-Park.jpg","2020-06-09T20:32:30Z","A few weeks ago, an intruder broke into Miller Park, the home of the Milwaukee Brewers, and according to multiple reports, the man in question caused “minor damage” to the playing field, which result… [+1303 chars]","fox-news","Fox News"
"Robert Gearty","Human remains found at Idaho home of Chad Daybell, husband of 'cult mom' Lori Vallow, police say - Fox News","<ol><li>Human remains found at Idaho home of Chad Daybell, husband of 'cult mom' Lori Vallow, police say  Fox News
</li><li>Missing Idaho Kids: FBI Searches Chad Daybell's Home  Inside Edition
</li><li>Human remains found at Chad Daybell's property after se…","https://www.foxnews.com/us/human-remains-found-idaho-home-chad-daybell-husband-cult-mom-lori-vallow","https://static.foxnews.com/foxnews.com/content/uploads/2019/12/new-daybell-vallow.jpg","2020-06-09T20:31:31Z","Idaho investigators have discovered human remains at a home belonging to the husband of “cult mom” Lori Vallow and police took him into custody, according to reports Tuesday.
Rexburg Assistant Chief… [+3577 chars]","fox-news","Fox News"
"Gregg Re, John Roberts","Trump to announce executive, legislative actions on police reform: sources","President Trump will soon have a list of police reform proposals that can be accomplished through a combination of executive and legislative action -- and that the effort could have some crossover with Democratic proposals -- multiple sources told Fox News on…","https://www.foxnews.com/politics/trump-to-announce-executive-legislative-action-on-police-reform-sources","https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/2f2a655b-c1cf-4e3a-9308-f11d1b8151d8/beedff15-9703-40db-88e6-5ecacbc9bca4/1280x720/match/image.jpg","2020-06-09T20:30:28Z","President Trump will soon have a list of police reform proposals that can be accomplished through a combination of executive and legislative action -- and that effort could have some crossover with D… [+4763 chars]","fox-news","Fox News"
"Michael Hollan","Famous grizzly bear reemerges from hibernation at Grand Teton, continues to amaze wildlife photographers","They grow up so fast.","https://www.foxnews.com/great-outdoors/famous-grizzly-bear-continues-to-impress-wildlife-photographers","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Grand-Teton.jpg","2020-06-09T20:27:52Z","They grow up so fast.
Nature lovers and photographers were thrilled in mid-May when one of the most famous wild bears in the country was spotted emerging from hibernation. Despite the bear’s relativ… [+1830 chars]","fox-news","Fox News"
"Michael Ruiz","NY Gov. Cuomo says Long Island cleared to enter Phase 2 reopening Wednesday","Health experts have cleared New York’s Long Island to enter Phase 2 of its coronavirus reopening, Gov. Andrew Cuomo announced Tuesday.","https://www.foxnews.com/us/ny-gov-cuomo-long-island-phase-2-reopening-wednesday","https://static.foxnews.com/foxnews.com/content/uploads/2020/04/cuomo.jpg","2020-06-09T20:24:58Z","Health experts have cleared New York’s Long Island to enter Phase 2 of its coronavirus reopening, Gov. Andrew Cuomo announced Tuesday.
""New York's team of global public health experts advising the s… [+1494 chars]","fox-news","Fox News"
"Caleb Parke","Women handcuffed, cited while praying outside NYC Planned Parenthood the same week of George Floyd protests","Two women were seen being handcuffed by police on the sidewalk outside a New York City Planned Parenthood abortion clinic late last month -- and they're calling it a double standard since it happened the same week that thousands gathered in crowds to protest …","https://www.foxnews.com/us/nyc-protest-abortion-clinic-george-floyd-handcuffed","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Arrest-at-Planned-Parenthood.jpg","2020-06-09T20:23:31Z","Two women were seen being handcuffed by police on the sidewalk outside a New York City Planned Parenthood abortion clinic late last month — and they're calling it a double standard since it happened … [+2659 chars]","fox-news","Fox News"
"Frank Miles","NY state police union boss says officers shouldn't be treated 'like animals and thugs'","The president of New York state’s Police Benevolent Association demanded respect from members of the press and politicians who have been “vilifying” cops “like animals and thugs” in the wake of the death of George Floyd.","https://www.foxnews.com/us/ny-state-police-union-boss-officers-treated-like-animals-and-thugs","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Mike-OMeara-NYPD-Boss.jpg","2020-06-09T20:23:18Z","The president of New York state’s Police Benevolent Association demanded respect from members of the press and politicians who have been “vilifying” cops “like animals and thugs” in the wake of the d… [+2546 chars]","fox-news","Fox News"
"Jessica Napoli","'Vanderpump Rules' stars Stassi Schroeder, Kristen Doute fired after racially insensitive actions resurface","""Vanderpump Rules"" original cast members Stassi Schroeder and Kristen Doute have been fired from the popular Bravo reality TV show after news broke about their past racially insensitive behavior against a fellow cast member.","https://www.foxnews.com/entertainment/vanderpump-rules-fires-stassi-schroeder-kristen-doute-racist-actions","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/stassidoute.jpg","2020-06-09T20:13:04Z","""Vanderpump Rules"" original cast members Stassi Schroeder and Kristen Doute have been fired from the popular Bravo reality TV show after news broke about their past racially insensitive behavior agai… [+3099 chars]","fox-news","Fox News"
"Yael Halon","Ben Shapiro slams Pelosi for donning kente cloth in Floyd demonstration: 'What in the world are you doing?'","Conservative commentator Ben Shapiro slammed House Speaker Nancy Pelosi, D-Calif., Tuesday for ""coordinating outfits with the Democratic Power Rangers"" after congressional Democrats donned African-patterned garb and knelt in a demonstration against racism and…","https://www.foxnews.com/media/ben-shapiro-pelosi-kente-cloth-kneeling-congress","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Shapiro-Dems_Getty-AP.jpg","2020-06-09T20:11:01Z","Conservative commentator Ben Shapiro slammed House Speaker Nancy Pelosi, D-Calif., Tuesday for ""coordinating outfits with the Democratic Power Rangers"" after congressional Democrats donned African-pa… [+1933 chars]","fox-news","Fox News"
"Morgan Phillips","George W. Bush’s office calls claim he won’t back Trump ‘completely made up’","Former President George W. Bush’s office has pushed back on a widely circulated New York Times report saying Bush won’t vote for President Trump in 2020, calling it “completely made up.”","https://www.foxnews.com/politics/george-w-bushs-office-calls-claim-he-wont-back-trump-made-up","https://static.foxnews.com/foxnews.com/content/uploads/2020/02/george-w-biush-Reuters.jpg","2020-06-09T20:10:45Z","Former President George W. Bush’s office has pushed back on a widely circulated New York Times report saying Bush won’t vote for President Trump in 2020, calling it “completely made up.”
""This is co… [+2404 chars]","fox-news","Fox News"
"Andrew O'Reilly","Senate confirms Charles Brown as Air Force chief of staff, making him first African-American service chief","The Senate on Tuesday unanimously confirmed Gen. Charles ""CQ"" Brown, Jr. as the next Air Force’s chief of staff – marking the first time an African-American officer has served as chief of staff of a military service.","https://www.foxnews.com/politics/senate-confirms-charles-brown-as-air-force-chief-of-staff-making-him-first-african-american-service-chief","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Brown-AF-CoS.jpg","2020-06-09T20:06:06Z","The Senate on Tuesday unanimously confirmed Gen. Charles ""CQ"" Brown Jr. as the next Air Force chief of staff – marking the first time an African-American officer has served as chief of staff of a mil… [+3463 chars]","fox-news","Fox News"
"Jon Costantino","Chris Wallace: We Are Not As United As We Were In Wold War II","On Fox Across America with Jimmy Failla, ""Fox News Sunday"" anchor Chris Wallace discussed his new book ""Countdown 1945"" and why Americas were more united during World War Two then they are now. ""There was this extraordinary unity in the country. We're all on …","https://radio.foxnews.com/2020/06/09/chris-wallace-we-are-not-as-united-as-we-were-in-wold-war-ii/","https://radio.foxnews.com/wp-content/uploads/2018/11/wallace_chris.png","2020-06-09T20:01:22Z","On Fox Across America with Jimmy Failla, ""Fox News Sunday"" anchor Chris Wallace discussed his new book ""Countdown 1945"" and why Americas were more united during World War Two then they are now. 
""Th… [+604 chars]","fox-news","Fox News"
"Jon Costantino","Rep. Jim Jordan: The American People Get That Defunding The Police Is Crazy","On Fox Across America with Jimmy Failla, Rep. Jim Jordan (R-OH) discussed why he thinks the call for police departments to be defunded are crazy and why there is a need for some soft of common sense criminal justice reforms. ""What happened to George Floyd is …","https://radio.foxnews.com/2020/06/09/rep-jim-jordan-the-american-people-get-that-defunding-the-police-is-crazy/","https://radio.foxnews.com/wp-content/uploads/2018/12/Jim-Jordan.jpg","2020-06-09T19:56:54Z","On Fox Across America with Jimmy Failla, Rep. Jim Jordan (R-OH) discussed why he thinks the call for police departments to be defunded are crazy and why there is a need for some soft of common sense … [+945 chars]","fox-news","Fox News"
"Caleb Parke","UCLA professor suspended, under police protection after threats","A California college professor is reportedly being investigated for discrimination and under police protection after refusing a request to exempt black students from final exams in the wake of George Floyd's death.","https://www.foxnews.com/us/ucla-professor-suspended-under-police-protection-after-threats","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Gordon-Klein.jpg","2020-06-09T19:55:54Z","A Californiacollege professor reportedly is being investigated for discrimination and under police protection after refusing a request to exempt black students from final exams in the wake of George … [+2781 chars]","fox-news","Fox News"
"Talia Kaplan","Minnesota state senator slams 'off-the-wall' vow to dismantle Minneapolis PD: 'That’s not going to work'","Majority leader of the Minnesota State Senate, Paul Gazelka, blasted Minneapolis City Council President Lisa Bender for her comment regarding dismantling the city’s police department, calling them “off-the-wall.”","https://www.foxnews.com/media/paul-gazelka-dismantling-minneapolis-police-wont-work","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/Paul-Gazelka-Lisa-Bender-State-Leg-Minneapolis-City-Council.jpg","2020-06-09T19:54:45Z","Minnesota State Senate Majority Leader Paul Gazelka blasted Minneapolis City Council President Lisa Bender Tuesday for her comments earlier this week about dismantling the city’s police department, c… [+2067 chars]","fox-news","Fox News"
"Paulina Dedaj","Dana White reveals location of UFC Fight Island: report","UFC president Dana White is still committed to the idea of Fight Island -- despite the sport’s return to Florida last month -- and finally revealing the mysterious location on Tuesday.","https://www.foxnews.com/sports/dana-white-location-ufc-fight-island-report","https://static.foxnews.com/foxnews.com/content/uploads/2020/04/Dana-White2.jpg","2020-06-09T19:54:31Z","UFC president Dana White is still committed to the idea of Fight Island -- despite the sport’s return to Florida last month -- and finally revealing the mysterious location on Tuesday.
White told ES… [+1422 chars]","fox-news","Fox News"
"Ronn Blitzer","Senate Dem, GOP leaders find common ground on police reform, oppose defunding","Senate Judiciary Committee leaders from both parties appeared to share some degree of common ground when it comes to police reform, supporting legislation that would create change, while opposing the recent calls for defunding police departments.","https://www.foxnews.com/politics/senate-dem-gop-leaders-common-ground-on-police-reform","https://static.foxnews.com/foxnews.com/content/uploads/2018/09/Lindsey20Graham20Dianne20Feinstein.jpg","2020-06-09T19:51:57Z","Senate Judiciary Committee leaders from both parties appeared to share some degree of common ground when it comes to police reform, supporting legislation that would create change, while opposing the… [+1915 chars]","fox-news","Fox News"
"Bradford Betz","Atlanta officers who were fired after stun-gun arrest sue police department, city","Two Atlanta police officers who were fired for pulling two college students from a car and using stun guns on them during protests against police brutality are suing the city mayor and police chief.","https://www.foxnews.com/us/atlanta-officers-fired-after-stun-gun-arrest-sue-police-department-city","https://static.foxnews.com/foxnews.com/content/uploads/2020/06/05ca6038-Atlanta-Police-Officers.jpg","2020-06-09T19:44:42Z","Two Atlanta police officers who were fired for pulling two college students from a car and using stun guns on them during protests against police brutality are suing the city mayor and police chief. … [+2320 chars]","fox-news","Fox News"
"Paulina Dedaj","Saints' Jameis Winston not worried about backup job in New Orleans: 'I'm one of the best quarterbacks to play'","ameis Winston might be starting the 2020 season off as a backup quarterback to Drew Brees, but he’s not letting the new role define his “worth.”","https://www.foxnews.com/sports/saints-jameis-winston-not-worried-about-backup-job-new-orleans-im-one-of-the-best-quarterbacks-to-play","https://static.foxnews.com/foxnews.com/content/uploads/2020/04/Jameis-Winston-1-AP.jpg","2020-06-09T19:32:41Z","Jameis Winston might be starting the 2020 season off as a backup quarterback to Drew Brees, but he’s not letting the new role define his “worth.”
Winston said in an interview with Bleacher Report Tu… [+2062 chars]","fox-news","Fox News"
"macamilarincon","El petróleo ha subido 80 dólares en 7 semanas… pero la recuperación puede resultar demasiado buena para ser verdad","El mercado del petróleo se ha recuperado rápidamente de su peor día. Aún así, existen preocupaciones crecientes de que la recuperación en el sector petrolero resulte demasiado buena para ser verdad.","https://cnnespanol.cnn.com/2020/06/09/petroleo-precio-subida-80-dolares-en-7-semanas-la-recuperacion-puede-resultar-demasiado-buena-para-ser-verdad/","https://cnnespanol2.files.wordpress.com/2020/06/petroleo-precio.jpg?quality=100&strip=info","2020-06-10T01:05:56Z","¿Cómo afecta el covid-19 las comunidades que viven del sector petrolero en Texas? 3:04
(CNN Business) El mercado del petróleo se ha recuperado rápidamente de su peor día.
El crudo estadounidense su… [+7230 chars]","cnn","CNN"
"Errol Louis","The OTHER crisis of racism in America","States and cities where long-time health disparities exist in communities of color need to attack underlying health problems, like diabetes, with the same urgency and resources they have deployed in scrambling to get ventilators, masks and other life-saving e…","https://www.cnn.com/2020/06/09/opinions/the-other-crisis-of-racism-in-america-errol-louis/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200609194855-covid-testing-errol-louis-oped-super-tease.jpg","2020-06-10T00:42:54Z","Errol Louis is the host of ""Inside City Hall,"" a nightly political show on NY1, a New York all-news channel. The opinions expressed in this commentary are his own. View more opinion articles on CNN.… [+6046 chars]","cnn","CNN"
"Marianne Garvey, CNN","Stassi Schroeder and Kristen Doute fired from 'Vanderpump Rules'","""Vanderpump Rules"" cast members Stassi Schroeder and Kristen Doute will not be returning to the Bravo reality show.","https://www.cnn.com/2020/06/09/entertainment/vanderpump-rules-stassi-schroeder-kristen-doute/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200609153442-stassi-schroeder-kristen-doute-split-super-tease.jpg","2020-06-10T00:37:28Z",NA,"cnn","CNN"
"Jen Christensen And Gisela Crespo","Covid-19 is Dr. Anthony Fauci's 'worst nightmare'","Coronavirus is ""my worst nightmare,"" in some ways more than Ebola or HIV, Dr. Anthony Fauci said Tuesday.","https://www.cnn.com/2020/06/09/health/fauci-coronavirus-worst-nightmare/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200501192359-fauci-0422-super-tease.jpg","2020-06-10T00:35:08Z","(CNN)Coronavirus is ""my worst nightmare,"" in some ways more than Ebola or HIV, Dr. Anthony Fauci said Tuesday.
""Ebola was scary, but Ebola would never be easily transmitted,"" Fauci, director of the … [+3498 chars]","cnn","CNN"
